name,link,cuisine,rating,address,from,tel,coordinate,description
Japan Food Town,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10769568-Reviews-Japan_Food_Town-Singapore.html,Japanese,4.5,"435 Orchard Road Wisma Atria Wisma Atria, Level 4, Singapore 238877 Singapore","Boulevard,1.8 km from Singapore Botanic Gardens",+65 6694 6535,"1.303686,103.833321","DetailsCUISINESJapaneseMealsLunch, Dinner, DrinksFEATURESSeating, Wheelchair Accessible, Reservations, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table ServiceView all detailsfeatures, about"
3571. Lau Wang Claypot Delights,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10027807-Reviews-Lau_Wang_Claypot_Delights-Singapore.html,10 reviews,4,"263 Serangoon Central Drive 01-43, Singapore 550263 Singapore",Serangoon,+65 9234 1985,"1.354465,103.872047","DetailsMealsLunch, DinnerView all details"
3572. Rong Cheng (Sin Ming Road) Bak Kut Teh,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7214529-Reviews-Rong_Cheng_Sin_Ming_Road_Bak_Kut_Teh-Singapore.html,"Chinese, Asian",3.5,"Blk 26 Sin Ming Lane #01-117 Midview City, Singapore 573971 Singapore","Bishan,5.7 km from National Orchid Garden",+65 6684 1889,"1.359241,103.833908","DetailsPRICE RANGES$3 - S$14CUISINESChinese, Asian, SingaporeanMealsBreakfast, Lunch, Dinner, BrunchView all detailsfeatures, about"
3573. Seng Huat,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9561625-Reviews-Seng_Huat-Singapore.html,"Chinese, Asian",4,"494 North Bridge Road, Singapore 188738 Singapore","Central Area/City Area,0.5 km from Arab Street",,"1.298550,103.855850","DetailsCUISINESChinese, AsianView all details"
3574. Geylang Lor 20 Banana Fritters,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424146-Reviews-Geylang_Lor_20_Banana_Fritters-Singapore.html,6 reviews,4.5,"51 Old Airport Road Old Airport Road Hawkers' Centre #01-57 Old Airport Road Food Centre, Singapore 390051 Singapore","Aljunied,3.0 km from Arab Street",,"1.307930,103.885696",Food and ambienceEnhance this page - Upload photos!Add a photo
3575. Fudebar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15554684-Reviews-Fudebar-Singapore.html,"Bar, Cafe",4,"28 Stevens Road #01-02, Singapore 257878 Singapore",1.6 km from Singapore Botanic Gardens,+65 6491 6100,"1.313148,103.831772","DetailsCUISINESBar, Cafe, PubMealsBreakfast, Lunch, Dinner, Brunch, After-hours, DrinksView all detailsabout"
Baci Baci,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7937301-Reviews-Baci_Baci-Singapore.html,Italian,4.5,"27 Lichfield Road Serangoon Garden Estate, Singapore 556847 Singapore",Serangoon,+65 9820 7969,"1.364946,103.870232","DetailsCUISINESItalianSpecial DietsVegetarian Friendly, Vegan OptionsMealsLunch, Dinner, DrinksView all detailsmeals, features, about"
3576. Kanshoku Ramen Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10626545-Reviews-Kanshoku_Ramen_Bar-Singapore.html,"Japanese, Asian",3.5,"277 Orchard Road #01-06 Orchard Gateway, Singapore 238858 Singapore","Boulevard,1.5 km from Singapore Botanic Gardens",+65 6384 4770,"1.304619,103.831543","DetailsCUISINESJapanese, AsianMealsLunch, DinnerFEATURESWheelchair Accessible, Table Service, SeatingView all detailsfeatures"
3577. Lai Heng Mushroom Minced Meat Mee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1126461-Reviews-Lai_Heng_Mushroom_Minced_Meat_Mee-Singapore.html,Asian,4,"84C Lorong 2 Toa Payoh #01-368 Toa Payoh Peakview, Singapore 310073 Singapore",Toa Payoh West,,"1.343940,103.843529",DetailsCUISINESAsianMealsLunchView all details
3578. Greenland Vegetarian Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4195061-Reviews-Greenland_Vegetarian_Restaurant-Singapore.html,"Chinese, Singaporean",4,"789 Upper Serangoon Road, Singapore 534659 Singapore",Rosyth,+65 6385 7477,"1.355505,103.879448","DetailsCUISINESChinese, Singaporean, AsianSpecial DietsVegetarian FriendlyMealsLunch, DinnerView all detailsmeals, features"
3579. Menya Sakura Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12083381-Reviews-Menya_Sakura_Singapore-Singapore.html,"Japanese, Pub",4,"69 Boat Quay, Singapore 049857 Singapore","Central Area/City Area,0.6 km from Merlion Park",+65 9469 3366,"1.287916,103.849373","DetailsPRICE RANGES$8 - S$20CUISINESJapanese, PubMealsLunch, DinnerView all detailsfeatures, about"
3580. MOB Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11946408-Reviews-MOB_Cafe-Singapore.html,"8 reviews,$$ - $$$",4.5,"12 Kim Keat Road Hanson Court #01-01, Singapore 328841 Singapore","Novena,2.1 km from Little India",+65 6909 0089,"1.324178,103.852936","DetailsMealsLunch, DinnerFEATURESReservationsView all detailsabout"
The Palmary,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12378656-Reviews-The_Palmary-Singapore.html,"Fusion, European",4.5,"142 Owen Road, Singapore 218941 Singapore","Kampong Java,1.0 km from Little India",+65 6909 1431,"1.314480,103.852570","DetailsPRICE RANGES$1 - S$9CUISINESFusion, European, AsianMealsDinner, After-hours, DrinksView all detailsfeatures, about"
3581. Chopsticks - the Asian Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430708-Reviews-Chopsticks_the_Asian_Kitchen-Singapore.html,"Chinese, Asian",4,"1 Raffles Quay #B2-04/07, One Raffles Quay, Singapore 048583 Singapore","Central,0.3 km from Marina Bay",+65 6534 9168,"1.282308,103.852280","DetailsCUISINESChinese, AsianMealsLunch, DinnerFEATURESReservations, Seating, Wheelchair Accessible, Table ServiceView all detailsfeatures"
3582. Paradise Dynasty,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13460620-Reviews-Paradise_Dynasty-Singapore.html,Chinese,4,"1 Woodlands Square Causeway Point Causeway Point #05-16, Singapore 738099 Singapore","Woodlands Regional Centre,3.6 km from Singapore Zoo",+65 6894 6322,"1.436100,103.785988",DetailsCUISINESChineseFEATURESReservationsView all details
3583. Captain's Table,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9701746-Reviews-Captain_s_Table-Singapore.html,Chinese,4,"10 Tuas West Drive, Singapore 638404 Singapore",Tuas Promenade,+65 6869 2288,"1.341420,103.635338","DetailsCUISINESChineseMealsDinner, LunchFEATURESReservationsView all detailsfeatures"
3584. Chir Chir,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15243912-Reviews-Chir_Chir-Singapore.html,"Asian, Korean",4,"200 Victoria Street Bugis Junction #02-50 Bugis Junction, Singapore 188021 Singapore","Central Area/City Area,0.8 km from Little India",+65 6251 0598,"1.299342,103.855537","DetailsCUISINESAsian, KoreanMealsLunch, DinnerView all details"
3585. Yi Zun Beef Noodle,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d18379690-Reviews-Yi_Zun_Beef_Noodle-Singapore.html,4 reviews,5,"60 Joo Chiat Road Champion Hotel, Singapore 427726 Singapore",1.8 km from East Coast Park,+65 6291 6616,,"DetailsMealsLunch, DinnerView all details"
The Rose Veranda,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3561719-Reviews-The_Rose_Veranda-Singapore.html,"Chinese, Asian",4.5,"22 Orange Grove Road, Shangri-La Hotel Mezzanine Level, Tower Wing, Shangri-La Hotel, Singapore 258350 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6213 4398,"1.311414,103.826393","DetailsPRICE RANGES$56 - S$139CUISINESChinese, Asian, InternationalMealsLunch, BrunchView all detailsfeatures, about"
3586. Golden Nur Nasi Briyani Special,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7319038-Reviews-Golden_Nur_Nasi_Briyani_Special-Singapore.html,"10 reviews,$",4.5,"5 Cross Street #01-03 Interim Hawker Centre Market Street, Singapore 048418 Singapore","Central Area/City Area,0.6 km from Marina Bay",,"1.283860,103.850067","DetailsMealsBreakfast, Lunch, DinnerView all details"
3587. Dulukala Peranakan Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1099571-Reviews-Dulukala_Peranakan_Restaurant-Singapore.html,Singaporean,3.5,"144 Upper Bukit Timah Road #04-04 Beauty World Centre, Singapore 588177 Singapore","Moulmein,1.2 km from Orchard Road",+65 6465 2036,"1.311190,103.843452","DetailsPRICE RANGES$14 - S$21CUISINESSingaporeanMealsLunch, DinnerView all detailsfeatures"
3588. Noodle Cafe - Thai Boat Noodle,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7811125-Reviews-Noodle_Cafe_Thai_Boat_Noodle-Singapore.html,"Asian, Thai",4,"5001 Beach Road Golden Mile Complex Golden Mile Complex #B1-08, Singapore 199588 Singapore","Crawford,1.5 km from Singapore Flyer",,"1.302836,103.865173","DetailsCUISINESAsian, Thai, CafeMealsLunch, Dinner, BrunchFEATURESSeatingView all detailsfeatures"
3589. Zi Yean Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d783657-Reviews-Zi_Yean_Restaurant-Singapore.html,"Chinese, Asian",3.5,"Block 56 Lengkok Bahru #01-443, Singapore Singapore","Bukit Merah,2.3 km from Singapore Botanic Gardens",,"1.287963,103.814034","DetailsCUISINESChinese, AsianMealsLunch, DinnerFEATURESTakeout, Reservations, Seating, Table ServiceView all detailsfeatures"
3590. Little Farms Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13998991-Reviews-Little_Farms_Cafe-Singapore.html,"International, Healthy",3.5,"491 River Valley Road #01-20 Valley Point Valley Point Shopping Centre, Singapore 248371 Singapore","Tanglin,2.0 km from Singapore Botanic Gardens",,"1.293090,103.827080","DetailsCUISINESInternational, HealthyView all details"
Tamarind Hill Singapore By Samadhi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3511887-Reviews-Tamarind_Hill_Singapore_By_Samadhi-Singapore.html,"Asian, Thai",4,"30 Labrador Villa Road, Singapore 119189 Singapore","Bukit Merah,2.2 km from Singapore Cable Car",+65 6278 6364,"1.267965,103.800430","Food and ambienceAsian, Thai, Vegetarian Friendly, Vegan Options, Gluten Free OptionsVery much enjoyed our meal and will be back again for the yellow curry.... with spicy sweet and sour pineapple sauce, green curry with vegetables.Special Occasion Dining, Romantic, View, Groups, Business meetingsromantic dinnerWe are looking for something romantic and authentic."
3591. Dome Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10379947-Reviews-Dome_Cafe-Singapore.html,"10 reviews,$$ - $$$",4,"290 Orchard Road The Paragon #04-09 Paragon, Singapore 238859 Singapore","Boulevard,0.4 km from Orchard Road",+65 6836 5022,"1.303890,103.835831",Food and ambienceEnhance this page - Upload photos!Add a photo
3592. 333 Bak Kut Teh,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7951628-Reviews-333_Bak_Kut_Teh-Singapore.html,"17 reviews,$$ - $$$",4,"325 Balestier Road, Singapore 329754 Singapore","Novena,2.0 km from Little India",+65 6352 6192,"1.323880,103.851486","DetailsMealsBreakfast, Lunch, DinnerView all details"
3593. Hoshino Coffee,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17397358-Reviews-Hoshino_Coffee-Singapore.html,Japanese,4,"133 New Bridge Road Chinatown Point, Singapore 059413 Singapore",0.3 km from Chinatown,+65 6244 2028,"1.285542,103.844536",DetailsCUISINESJapaneseFEATURESReservationsView all details
3594. JinShang Yipin Halal Mala Hotpot,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15035547-Reviews-JinShang_Yipin_Halal_Mala_Hotpot-Singapore.html,"Asian, Singaporean",5,"3 Simei Street 6 #01-20 Eastpoint Mall Eastpoint Mall, Singapore 528833 Singapore",Tampines,+65 6909 7355,"1.342460,103.952751","DetailsCUISINESAsian, SingaporeanMealsLunch, DinnerView all details"
3595. Causarina Curry Restuarant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d781324-Reviews-Causarina_Curry_Restuarant-Singapore.html,"Indian, Asian",3.5,"126 Casuarina Road Sembawang Hills Estate, Singapore 579514 Singapore","Ang Mo Kio,5.0 km from Singapore Zoo",+65 6455 9093,"1.376750,103.828079","DetailsPRICE RANGES$3 - S$14CUISINESIndian, Asian, SingaporeanSpecial DietsVegetarian FriendlyView all detailsmeals, features"
Bee's Knees at The Garage,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12229759-Reviews-Bee_s_Knees_at_The_Garage-Singapore.html,"Cafe, Pizza",3.5,"50 Cluny Park Road Level 1, The Garage, Singapore Botanic Gardens, Singapore 257488 Singapore","Tanglin,1.2 km from Singapore Botanic Gardens",+65 9815 3213,"1.318944,103.815453","DetailsPRICE RANGES$10 - S$38CUISINESCafe, Pizza, International, FusionSpecial DietsVegetarian Friendly, Vegan OptionsView all detailsmeals, features, about"
3596. Kuro Kin,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4131418-Reviews-Kuro_Kin-Singapore.html,"Japanese, Asian",3.5,"200 Turf Club Road The Grandstand The Grandstand, Singapore 287994 Singapore","Swiss Club,4.3 km from Singapore Botanic Gardens",+65 6462 1213,"1.337436,103.793144","DetailsCUISINESJapanese, Asian, SushiMealsDinner, LunchFEATURESReservations, Seating, Wheelchair Accessible, Table ServiceView all detailsfeatures"
3597. PappaMia,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1114008-Reviews-PappaMia-Singapore.html,"Asian, Malaysian",4,"Airport Boulevard Terminal 1, Singapore Singapore",Changi,+65 6243 3310,"1.361108,103.990326","DetailsCUISINESAsian, Malaysian, SingaporeanSpecial DietsHalalMealsLunch, Dinner, BreakfastView all detailsmeals, features, about"
3598. The Larder Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12357169-Reviews-The_Larder_Cafe-Singapore.html,"Asian, Singaporean",4,"Blk 177 Toa Payoh Central #01-124, Singapore 310177 Singapore","Toa Payoh Central,3.2 km from Little India",+65 6253 8382,"1.333920,103.848839","DetailsCUISINESAsian, SingaporeanMealsBrunchFEATURESSeating, Table ServiceView all detailsfeatures"
3599. Dosirak,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7321107-Reviews-Dosirak-Singapore.html,"Fast food, Asian",4,"6A Shenton Way #01-44 Downtown Gallery, Singapore 068815 Singapore","Central Area/City Area,0.7 km from Marina Bay",+65 6536 6034,"1.276743,103.848267","DetailsPRICE RANGES$7 - S$15CUISINESFast food, Asian, Korean, Fusion, HealthySpecial DietsVegetarian FriendlyView all detailsmeals, features, about"
3600. The Soup Spoon Union,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423867-Reviews-The_Soup_Spoon_Union-Singapore.html,Soups,3.5,"252 North Bridge Road Raffles City Shopping Centre #B1-61 Raffles City Shopping Centre, Singapore 179103 Singapore","Marina Bay,0.7 km from Merlion Park",+65 6334 3220,"1.293261,103.853859","DetailsCUISINESSoupsSpecial DietsVegetarian FriendlyMealsLunch, DinnerView all detailsmeals, features"
Carnivore Brazilian Churrascaria,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3641009-Reviews-Carnivore_Brazilian_Churrascaria-Singapore.html,"Steakhouse, Brazilian",4,"30 Victoria Street Chijmes #01-30 Chijmes, Singapore 187996 Singapore","City Hall,0.2 km from City Hall Building",+65 6334 9332,"1.295053,103.851837","Food and ambienceSteakhouse, Brazilian, Barbecue, GrillMeat lovers, low-carb or salad bar - take your pick!... for meat lovers and also for those who just want to enjoy the salad bar.Special Occasion Dining, Groups, Business meetingsWhether you choose to go for normal dining, or special occasion, you expect v...Christmas Lunch"
The Rose Veranda,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3561719-Reviews-The_Rose_Veranda-Singapore.html,"Chinese, Asian",4.5,"22 Orange Grove Road, Shangri-La Hotel Mezzanine Level, Tower Wing, Shangri-La Hotel, Singapore 258350 Singapore","Tanglin,1.0 km from Singapore Botanic Gardens",+65 6213 4398,"1.311414,103.826393","DetailsPRICE RANGES$56 - S$139CUISINESChinese, Asian, InternationalMealsLunch, BrunchView all detailsfeatures, about"
3601. Swaad,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4462604-Reviews-Swaad-Singapore.html,"Indian, Asian",4,"70 Desker Road It's near to Mustafa Shoping Centre, Just opposit the ABC Nasi Kander, Singapore 209593 Singapore","Central Area/City Area,0.5 km from Little India",+65 9663 5924,"1.308720,103.855370","DetailsCUISINESIndian, AsianSpecial DietsVegetarian Friendly, Vegan OptionsMealsLunch, DinnerView all detailsmeals, features"
3602. Akashi Japanese Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430673-Reviews-Akashi_Japanese_Restaurant-Singapore.html,"Japanese, Sushi",4,"1 Harbourfront Walk Vivo City Ste #B2-07-09, Singapore 098585 Singapore","Bukit Merah,0.8 km from Singapore Cable Car",+65 6376 9972,"1.264310,103.822067","DetailsCUISINESJapanese, Sushi, AsianMealsDinner, LunchFEATURESSeating, Table ServiceView all detailsfeatures"
3603. Heniu Teppanyaki,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6541167-Reviews-Heniu_Teppanyaki-Singapore.html,Japanese,3.5,"313 Orchard Road 313 @ Somerset Parkway Parade #B1 Food Republic, Singapore 238895 Singapore","Somerset,0.1 km from Orchard Road",+65 9238 3350,"1.300890,103.838432","DetailsCUISINESJapaneseMealsLunch, DinnerFEATURESReservations, SeatingView all detailsfeatures"
3604. Dapur Melaka,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12034663-Reviews-Dapur_Melaka-Singapore.html,"Chinese, Indian",4.5,"56 Sembawang Road Hong Heng Mansion, Singapore 779086 Singapore","Yishun,2.8 km from Singapore Zoo",+65 6455 0857,"1.402950,103.818268","DetailsPRICE RANGES$5 - S$30CUISINESChinese, Indian, European, Asian, Malaysian, Central EuropeanView all detailsabout"
3605. The Manhattan Fish Market,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10038840-Reviews-The_Manhattan_Fish_Market-Singapore.html,Seafood,3.5,"3 Temasek Boulevard Suntec City Mall Suntec City Mall #B1-134, Singapore 038983 Singapore","Marina Centre,0.6 km from Merlion Park",+65 6837 1568,"1.291927,103.856339","DetailsCUISINESSeafoodMealsDinnerFEATURESSeating, Table Service, Takeout, ReservationsView all detailsfeatures"
Sushi Airways,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4699683-Reviews-Sushi_Airways-Singapore.html,"Japanese, Sushi",4.5,"20A Baghdad Street, Singapore 199659 Singapore","Central Area/City Area,1.1 km from Little India",+65 6291 1151,"1.301163,103.859825","DetailsPRICE RANGES$28 - S$279CUISINESJapanese, Sushi, Seafood, KaisekiMealsLunch, DinnerView all detailsfeatures, about"
3606. Watami Japanese Casual Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3930777-Reviews-Watami_Japanese_Casual_Restaurant-Singapore.html,"Japanese, Asian",3.5,"2 Jurong East Central 1 Jcube Unit #01-17, Singapore 609731 Singapore",Jurong East,,"1.333220,103.740097","DetailsCUISINESJapanese, AsianMealsLunch, DinnerFEATURESSeating, Reservations, Wheelchair Accessible, Serves Alcohol, Table ServiceView all detailsfeatures"
3607. Hua Yi Kitchen,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430984-Reviews-Hua_Yi_Kitchen-Singapore.html,"Chinese, Asian",4.5,"360 Orchard Road International Building #02-11 International Building, Singapore 238869 Singapore","Boulevard,1.4 km from Singapore Botanic Gardens",+65 6235 3156,"1.306120,103.830994","DetailsCUISINESChinese, AsianView all details"
3608. Joo Siah Bak Koot Teh,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8713840-Reviews-Joo_Siah_Bak_Koot_Teh-Singapore.html,Chinese,4,"349 Jurong East Avenue 1 Floor Yuhua Place Block 349, 01-1215 Coffee Shop, Singapore 600349 Singapore",Jurong East,,"1.344500,103.731407",DetailsCUISINESChineseFEATURESReservationsView all details
3609. Ming's Prawn Noodle,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11888048-Reviews-Ming_s_Prawn_Noodle-Singapore.html,Asian,4.5,"120 Bukit Merah Lane 1 #01-01, Singapore 150120 Singapore","Bukit Merah,2.9 km from Singapore Botanic Gardens",,"1.286380,103.804611",DetailsCUISINESAsianView all details
3610. Morganfield's,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15121589-Reviews-Morganfield_s-Singapore.html,"Bar, Barbecue",3.5,"181 Orchard Road Orchard Central 11-03/04 Orchard Central, Singapore 238896 Singapore","Somerset,0.2 km from Orchard Road",+65 6634 1828,"1.300633,103.839684","DetailsCUISINESBar, Barbecue, PubMealsDinner, LunchFEATURESReservations, Table Service, Takeout, Seating, Wheelchair AccessibleView all detailsfeatures"
Torio Japanese Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15590971-Reviews-Torio_Japanese_Restaurant-Singapore.html,"Japanese, Sushi",4.5,"10 Gemmill Lane, Singapore 069251 Singapore",0.3 km from Chinatown,+65 6514 0115,"1.282462,103.847054","DetailsPRICE RANGES$18 - S$158CUISINESJapanese, Sushi, AsianMealsLunch, Dinner, DrinksView all detailsfeatures, about"
3611. Watami Japanese Casual Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11645469-Reviews-Watami_Japanese_Casual_Restaurant-Singapore.html,"Japanese, Asian",3.5,"9 Bishan Place Junction 8 Shopping Centre #01-33 Junction 8 Shopping Centre, Singapore 579837 Singapore",Bishan,+65 6258 3577,"1.350408,103.848419","DetailsCUISINESJapanese, Asian, SushiMealsLunch, DinnerFEATURESSeating, Wheelchair Accessible, Table ServiceView all detailsfeatures"
3612. MOS Burger,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4132387-Reviews-MOS_Burger-Singapore.html,Fast food,4,"250 Tanjong Pagar Road St. Andrew's Centre Floor 08 Unit 02 01 St. Andrew’s Centre, Singapore 088541 Singapore",,,,"DetailsCUISINESFast foodMealsLunch, DinnerFEATURESWheelchair AccessibleView all detailsfeatures"
3613. Bentoss Hokkaido Singapore Meidi-Ya,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11760122-Reviews-Bentoss_Hokkaido_Singapore_Meidi_Ya-Singapore.html,7 reviews,4.5,"177 River Valley Road #1-50 #B Liang Court Shopping Centre Singapore, Singapore 179032 Singapore","Central Area/City Area,0.8 km from City Hall Building",,,"DetailsMealsLunch, DinnerView all details"
3614. Da Paolo Dempsey Restaurant & Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19176266-Reviews-Da_Paolo_Dempsey_Restaurant_Bar-Singapore.html,"Italian, Pizza",3.5,"8 Dempsey Road, Singapore 247696 Singapore",1.1 km from Singapore Botanic Gardens,+65 6261 3128,"1.304180,103.809532","DetailsPRICE RANGES$22 - S$50CUISINESItalian, Pizza, European, Wine Bar, Central-ItalianMealsBreakfast, Lunch, Dinner, Brunch, DrinksView all detailsfeatures, about"
3615. Boon Tong Kee Kway Chap and Duck Noodle,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5584444-Reviews-Boon_Tong_Kee_Kway_Chap_and_Duck_Noodle-Singapore.html,"Chinese, Asian",4,"70 Zion Rd Stall 24 Zion Riverside Food Centre, Singapore 247792 Singapore","Tanglin,1.3 km from Orchard Road",+65 9184 9881,"1.292410,103.831139","DetailsCUISINESChinese, AsianView all details"
"The English House, By Marco Pierre White, Singapore",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15635614-Reviews-The_English_House_By_Marco_Pierre_White_Singapore-Singapore.html,British,4,"28 Mohamed Sultan Road, Singapore 238972 Singapore",1.0 km from Orchard Road,+65 6545 4055,"1.293080,103.841278","DetailsCUISINESBritishMealsBreakfast, Lunch, Dinner, Brunch, DrinksFEATURESReservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table ServiceView all detailsfeatures, about"
3616. Trattoria Gallo d'Oro,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3569482-Reviews-Trattoria_Gallo_d_Oro-Singapore.html,Italian,4.5,"7 Magazine Road Central Mall 01-03 Central Mall, Singapore 059572 Singapore","Central Area/City Area,0.7 km from Chinatown",,"1.288530,103.842613","DetailsCUISINESItalianMealsLunch, DinnerFEATURESReservations, Seating, Table ServiceView all details"
3617. Raku Raku Japanese Dining,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425471-Reviews-Raku_Raku_Japanese_Dining-Singapore.html,"Japanese, Sushi",3.5,"29/30 Duxton Rd, Singapore Singapore","Outram,0.6 km from Marina Bay",+65 6224 5420,"1.279922,103.847595","DetailsCUISINESJapanese, Sushi, AsianMealsLunch, DinnerFEATURESReservations, Seating, Table ServiceView all detailsfeatures"
3618. Haagen-Dazs,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11772428-Reviews-Haagen_Dazs-Singapore.html,"15 reviews,$$ - $$$",3.5,"2 Orchard Turn Ion Orchard Ion Orchard, 4th Floor, Singapore 238801 Singapore","Boulevard,1.6 km from Singapore Botanic Gardens",,"1.304080,103.831810","DetailsMealsLunch, DinnerView all details"
3619. Shinagawa Ramen & Izakaya,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10047613-Reviews-Shinagawa_Ramen_Izakaya-Singapore.html,"Japanese, Sushi",4,"10 Anson Road International Plaza Floor 02 Unit 35 37 36 International Plaza, Singapore 079903 Singapore","Central Business District,0.9 km from Marina Bay",+65 6221 7575,"1.275870,103.845886","DetailsCUISINESJapanese, Sushi, AsianMealsLunch, DinnerFEATURESReservations, Seating, Table ServiceView all detailsfeatures"
3620. Spicy House Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12018054-Reviews-Spicy_House_Restaurant-Singapore.html,"Chinese, Asian",3.5,"30 Merchant Road Riverside Point Riverside Point #01-07, Singapore 058282 Singapore","Central Area/City Area,0.8 km from Chinatown",+65 6493 7213,"1.290103,103.844292","DetailsPRICE RANGES$30 - S$60CUISINESChinese, AsianMealsDinnerView all detailsfeatures, about"
Tortuga Tapas Bar & Bistro,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17854810-Reviews-Tortuga_Tapas_Bar_Bistro-Singapore.html,Spanish,4,"95 East Coast Raod, Singapore 428793 Singapore",4.9 km from Singapore Flyer,+65 8750 0798,"1.305660,103.904099","DetailsPRICE RANGES$20 - S$50CUISINESSpanishMealsLunch, DinnerView all detailsfeatures, about"
3621. The Banana Leaf Apolo,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15703749-Reviews-The_Banana_Leaf_Apolo-Singapore.html,5 reviews,4.5,"80 Marine Parade Road #03-01 Parkway Parade, Singapore 449269 Singapore",4.9 km from Singapore Flyer,+65 6241 4141,"1.301070,103.905167",DetailsFEATURESReservationsView all details
3622. Stirling Steaks,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14020153-Reviews-Stirling_Steaks-Singapore.html,Steakhouse,4,"115 East Coast Road, Singapore 428804 Singapore","Marine Parade,2.9 km from East Coast Park",+65 9009 8731,"1.324722,103.902222","DetailsCUISINESSteakhouseMealsLunch, Dinner, DrinksView all details"
3623. River Walk Tandur,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4128591-Reviews-River_Walk_Tandur-Singapore.html,"Indian, Asian",4,"little India, Singapore Singapore","Central Area/City Area,0.7 km from Merlion Park",+65 6291 0275,"1.288990,103.848511","DetailsCUISINESIndian, AsianSpecial DietsVegetarian Friendly, Vegan OptionsMealsDinner, Lunch, BrunchView all detailsmeals, features"
